node_id	pr_value
663930	0.00017320499019889132
482708	9.39920052769665e-05
1034017	5.529480921082641e-05
663559	4.776745093887628e-05
357530	4.607784036809191e-05
1120567	4.550329297401697e-05
663605	4.446824570824383e-05
663682	3.642894444319757e-05
1108860	3.6150774503798346e-05
664788	3.5039091661303745e-05
