node_id	pr_value
663930	0.0001732031040597545
482708	9.399165828726487e-05
1034017	5.528326181388265e-05
663559	4.7767175661550754e-05
357530	4.6077659295446795e-05
1120567	4.548032504649494e-05
663605	4.446796891377992e-05
663682	3.642893392827343e-05
1108860	3.612652298091023e-05
664788	3.503882539839385e-05
